"","Date","value","zone","species","metric","creation_date"
"282","2023-09-18",0.398751825606374,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"283","2023-09-19",0.398294207474397,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"284","2023-09-19",0.401346062311564,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"285","2023-09-20",0.390268785204893,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"286","2023-09-20",0.417025668433762,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"287","2023-09-21",0.400856197256158,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"288","2023-09-21",0.453055666579748,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"289","2023-09-22",0.389006608408908,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"290","2023-09-22",0.423446537246973,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"291","2023-09-23",0.381203317899647,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"292","2023-09-23",0.415204015988765,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"293","2023-09-24",0.382326750519297,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"294","2023-09-24",0.410275823843655,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"295","2023-09-25",0.371807287490608,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"296","2023-09-25",0.40912453225416,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"297","2023-09-26",0.385699953719466,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"298","2023-09-26",0.414448134930356,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"299","2023-09-27",0.393098180711946,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"300","2023-09-27",0.407794635127102,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"301","2023-09-28",0.403141866979503,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"302","2023-09-28",0.41851166044339,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"303","2023-09-29",0.397209859397943,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"304","2023-09-29",0.393446186292191,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"305","2023-09-30",0.41146089923938,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"306","2023-09-30",0.393593888187174,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"307","2023-10-01",0.427347279587129,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"308","2023-10-01",0.398519339847779,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"309","2023-10-02",0.392613276933211,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"310","2023-10-02",0.368515923411971,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"311","2023-10-03",0.386354739717848,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"312","2023-10-03",0.355774813631943,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"313","2023-10-04",0.386987232451631,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"314","2023-10-04",0.364506806903892,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"315","2023-10-05",0.389127564967656,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"316","2023-10-05",0.386699641736166,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"317","2023-10-06",0.374820540110671,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"318","2023-10-06",0.398052163409914,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"319","2023-10-07",0.375530707223569,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"320","2023-10-07",0.418813796948684,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"321","2023-10-08",0.388156116835557,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"322","2023-10-08",0.436630738420494,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"323","2023-10-09",0.389763136040819,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"324","2023-10-09",0.440957894106738,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"325","2023-10-10",0.394180615530038,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"326","2023-10-10",0.41418924657003,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"327","2023-10-11",0.401279606723695,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"328","2023-10-11",0.419033531203208,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"329","2023-10-12",0.401810554075812,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"330","2023-10-12",0.399605392434203,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"331","2023-10-13",0.399803893206099,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"332","2023-10-13",0.395946910748115,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"333","2023-10-14",0.36156126642588,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"334","2023-10-14",0.344821672026928,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"335","2023-10-15",0.356963792606756,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"336","2023-10-15",0.342328817761959,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"337","2023-10-16",0.353921313961547,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"338","2023-10-16",0.349598565146498,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"339","2023-10-17",0.366286899109957,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"340","2023-10-17",0.350954307886466,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"341","2023-10-18",0.366767657923067,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"342","2023-10-18",0.381107087757701,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"343","2023-10-19",0.372714718345736,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"344","2023-10-19",0.379601097560553,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"345","2023-10-20",0.374050002718934,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"346","2023-10-20",0.383486458790868,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"347","2023-10-21",0.361932004103143,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"348","2023-10-21",0.378024659721629,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"349","2023-10-22",0.369848277668784,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"350","2023-10-22",0.362812040041395,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"351","2023-10-23",0.382010231853884,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"352","2023-10-23",0.385985307163771,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"353","2023-10-24",0.383240552973777,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"354","2023-10-24",0.386559103092761,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"355","2023-10-25",0.365328726070977,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"356","2023-10-25",0.37302904677274,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"357","2023-10-26",0.361490611856026,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"358","2023-10-26",0.339922556571309,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"359","2023-10-27",0.364208941407793,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"360","2023-10-27",0.329007394441118,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"361","2023-10-28",0.309200944498764,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"362","2023-10-28",0.276012273679096,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
"363","2023-10-29",0.311586927880931,"RAMP zone 3","bluewhale","Probability of presence",2023-11-14
"364","2023-10-29",0.269250751944006,"RAMP zone 4","bluewhale","Probability of presence",2023-11-14
